text,여성/가족,남성,성소수자,인종/국적,연령,지역,종교,기타 혐오,악플/욕설,clean
외면 정도가 아닌 윤석열에게는 단 한마디도 하지 않는 정의당 정말 실망스럽네요 ㅠㅠ https://t.co/89pn2UuwGD,0.05,0.01,0.01,0.02,0.01,0.01,0.01,0.07,0.47,0.12
"정의당은 그동안 4년, 5년마다 매번 일구던 밭을 스스로 갈아엎은거 말고 어떤 성과를 남겼는지 확인해보세요. 왜 지지율이 갈수록 떨어지냐구요. 
일반 트위터리안 수준의 선동적 발언만 하면 무슨 정당의 전략을 달성하려는 것이죠? 차암 딱합니다.",0.02,0.01,0.01,0.02,0.01,0.01,0.01,0.03,0.52,0.32
@tiny_wings_ 윤 되고 심이 5프로 이상 먹어야 현재 정의당 먹은 정파가 계속 할 수 있고든요ㅋㅋㅋ,0.02,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.07,0.88
"@keemtsune 정의당은 정치효능감이 너무 떨어져요.
가성비/감성비 둘다...
조국 사태때 헛소리하던 거 보고 정 떨어졌어요.",0.04,0.01,0.01,0.02,0.01,0.01,0.01,0.04,0.5,0.24
정의당 맛이 갔네… https://t.co/CIXeHJyA8m,0.04,0.01,0.02,0.03,0.01,0.01,0.01,0.09,0.6,0.06
@MostTrollist 정의당 너머 그 가루,0.02,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.07,0.88
"ㅋㅋㅋ우리가 300만원 준거다
와 정의당 같다^^ 현수막 건 것 같음ㅋㅋㅋ",0.02,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.1,0.87
"@sangjungsim 결국 심후보님이 기득권 아닐까요? 복지 말씀하시고, 여러 사회약자 이야기 하시지만 을지로입구역에서 길거리에 내버려진 사람들을 위해 정의당이 무엇을 하셨나요?",0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.02,0.25,0.65
"@janghyeyeong 다당제 정치개혁은 대선이 아니라 풀뿌리 민주주의 부터 일텐데, 비례는 일단 정의당 주던 시절보다 당이 퇴보나했지 진보하진 못했다고, 대표님이 더 잘 아실겁니다.",0.02,0.01,0.01,0.03,0.01,0.01,0.01,0.01,0.06,0.87
"정의당도 결국 만만한 쪽만 패는데 이게 기득권만 공고히하는 강자의 논리에 올라타는거지 여성/소수자 대변한다같은 소리 할거면 자세부터 틀렸고여...
지역구는 몰라도 비례는 무작정 노란색이라는 신념이 막 흔들림 호달다리",0.36,0.01,0.05,0.02,0.01,0.01,0.01,0.14,0.22,0.09
"@janghyeyeong 승자독식 대선에서 이렇게 대놓고 정의당이랑 민주당 고민중이면 정의당 뽑아. 그 결과는 여가부 폐지지만 책임은 못져^^ 라는 말씀을 하실줄은 몰랐습니다.

 지금 상황에서 전략투표가 정의당에 주는 표는 절대 아닐겁니다. 지역구 선거에서 이러셨으면 정의당 뽑았겠죠.",0.44,0.01,0.02,0.04,0.01,0.01,0.01,0.04,0.14,0.29
정의당 진짜 갈수록 속빈강정 답답하다 답답해 https://t.co/gDj2VCYx7u,0.03,0.01,0.01,0.02,0.01,0.01,0.01,0.03,0.54,0.18
이준석의 당선은 기성 정치의 종말이자 청년정치의 새로운 시작이라고 그렇게 입 털어댔던 게 정의당과 소속 의원 본인들인데 이준석 탓을 지금 해봤자... 꼴값일 것 같다냐. 일단 자기들 판단을 탓해봐야 할거다냐. https://t.co/AA1L04EWjD,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.03,0.65,0.26
"정의당이 맛이 갔군...
심씨 첫 질문을 이재명에게...커닝페이퍼 읽어대는 윤석열과 편 먹었나?
안초딩도 첫 질문을 이재명에게...
이것들이...
망언의 달인 윤석열 도리도리도 좀 보자! https://t.co/e3HeTAhznQ",0.04,0.01,0.01,0.03,0.01,0.03,0.01,0.1,0.54,0.06
티비토론 보는데 심상정 저 양반 참 말도 잘하고 하는 말 다 맞아. 저 정도 되는 분이 하필 정의당 후보라는게 참...정의당도 잘 나갈때가 있었지. 꼴페미당 되고서 나락으로 떨어진거라. 참 안타깝네. 차라리 종북을 하지 왜 페미를 하냐고 울부짖던 한 정의당원의 인터넷 게시글이 생각나는구만,0.48,0.01,0.01,0.03,0.01,0.01,0.01,0.05,0.15,0.27
"과거 민주노동당, 진보신당 당원 출신의 좌파 변영주 선생이 정의당 심상정 대신 이재명 지지를 호소하는 것이 어떤 의미를 갖는지, 얼마나 절박한 위기의 순간인지 부디 한번만 생각들 해줘요,,",0.02,0.01,0.01,0.02,0.01,0.04,0.01,0.02,0.06,0.85
"정의당이여

당신들이 꿈꾸는 세상과
그래도 가까운 세상을
보고 싶은가?

그러면
빨리 정당을 해산하고
연구소로 문패를 바꾸라

개누리가 이땅에서
소멸하는 날
다시 정당활동을 하라

그 때면
민주당이 보수당
당신들이 진보당이 될 것이다.",0.03,0.01,0.01,0.03,0.01,0.03,0.01,0.12,0.48,0.07
"찐여혐을 보여주고 있는 이준석열 국힘은 냅두고 꼼꼼세세한 여성복지공약을 펼치는 민주당만 잡고 늘어지네ㅋㅋㅋ
정의당 진짜 뭐하세요 논리도 상식도 빗나간 말만 주구장창
말로만 여성페미 내세우는 ^정의당^보다 민주당이 훨배 잘하고 있음 여성 들먹이며 표구걸 하기 전에 공약이나 제대로 내삼 https://t.co/gDj2VCYx7u",0.81,0.03,0.01,0.02,0.01,0.02,0.01,0.05,0.13,0.09
"예전엔 그런 희생 투표 정의당에 했었음..
깊히 반성중…민주당 없었으면 어쩔뻔했나 
정의없는 진중권당~ https://t.co/XBVQ93HrDL",0.03,0.01,0.01,0.02,0.01,0.02,0.01,0.03,0.37,0.37
"#노란심상정 #우리에겐노란불이있다
오늘 마지막 대선 토론회 정의당 후보 심상정 화이팅 https://t.co/wrNTk6wHux",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.14,0.81
제발 이러지 마시고요 젠더 갈라치기를 이용해서 대통령이 당선되는 선례가 남지 않도록 민주당과 정의당은 협력해주세요.. 트럼프가 대통령이 되고 혐오범죄가 늘었듯이 윤석열이 대통령이 되면 여성혐오범죄율이 높아질까봐 걱정이 됩니다 https://t.co/nbRBbxWP4Y,0.43,0.02,0.12,0.01,0.01,0.01,0.0,0.05,0.13,0.25
"이때 천안함 비하한거 때문에 빡돌아서 우다다다다 트윗 썼더니 정의당 모 의원실에서 디엠이 왔었음...ㅋㅋ

그리고 얼마 안있어서 공익근무인가 뭐시긴가 하는 요상한 이유로 탈당하시더라구요",0.02,0.01,0.01,0.02,0.01,0.02,0.01,0.01,0.09,0.89
정의당 심상정씨 본인이 제일 답답하시겠지만.. 정치인으로서 또 정당으로서 지난번 총선에 이어 이번 대선에서도 실리와 명분을 모조리 놓친 듯..,0.03,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.17,0.68
정의당이 여자들 표만 받으면 지들도 너무 터프같을까봐 그런가ㅋㅎ,0.9,0.02,0.02,0.05,0.02,0.03,0.01,0.05,0.07,0.06
정의당은 진지하게... 한국 정치판에서 자기들의 위치가 지금 어느 지점까지 떨어져 있는지를 전혀 모르고 있는 것 같다. 😔 현실정치에서 괴리된 그댜로 이념만 끌어안고 죽겠다는 걸로 밖에는 보이지 않는 행보.,0.03,0.01,0.01,0.02,0.01,0.01,0.01,0.04,0.47,0.2
"과거 총선시기에 제가 지역구는 민주당, 비례는 정의당을 찍은 것은 정의당이 부디 원내에서 꾸준히 자기 정치를 하면서 더욱 성장확자와길 바랬던 것이죠. 이때 저는 꽤 오랜 세월동안 매년 적지않은 후원금도 냈었죠. 그러나 정의당은 4년마다 하나도 나아지는게 없이 지난 세월만 잡아먹었어요.",0.02,0.01,0.01,0.02,0.01,0.02,0.01,0.01,0.06,0.91
"동성애자, 장애인 위하는척에 오랜기간 속았지만 정작 국회법 발의+투표도 민주당이 다함. 더이상 정의당을 지지할이유 1도 없음. 민주당 패서 선거보전비라도 받을 득표율 나오길 기대한다면 꿈깨시요. https://t.co/BzYbTqXQKI",0.1,0.01,0.79,0.03,0.02,0.02,0.02,0.17,0.06,0.04
"ㅅㅂ ㅋㅋㅋㅋ
신남성연대가 정의당 지지하고있음
이게 맞다고 보냐? https://t.co/Gqp5yIfvMH",0.08,0.04,0.02,0.01,0.01,0.02,0.01,0.07,0.72,0.06
@soon18642195 윤석열이 n번방 방지법을 반대했다는 건 가짜뉴스 아닌가요. 그리고 왜 정의당은 미투하는 여자들을  잠정적 무고자로 낙인 찍는 거죠?,0.27,0.01,0.02,0.01,0.0,0.01,0.01,0.05,0.26,0.29
"정의당 강민진 장혜영은 민주당에 대한 무차별 공격을 통해서 과연 정의당에 이익이 있을 것이라고 기대하는 것은 이번 선거로 드러나겠지만, 주 타격방향을 민주당과 이재명 후보에게 잡은 것은 중도~진보 유권자층에게 이만저만한 결레와 심각한 패착이라는 점을 선거전에 꼭 밝혀둡니다.",0.02,0.01,0.01,0.02,0.01,0.02,0.01,0.01,0.07,0.88
rt 대선 이기면 정의당도 같이 사라져야...,0.04,0.0,0.02,0.02,0.01,0.02,0.01,0.08,0.47,0.12
"정의당은 민주당을 탓할게 아니라 이준석을 탓해라. 이준석이 인셀의 왕을 자처하면서 여성혐오를 팔아먹고 있기 때문에, 이번에 이준석이 승리하게 된다면 인셀과 여성혐오의 승리가 된다. 트럼프 이후 백인우월주의가 강화된 것과 마찬가지라서, 여성들도 어쩔 수가 없게 되었다.",0.4,0.01,0.01,0.2,0.01,0.01,0.01,0.04,0.12,0.24
아 물론 정의당이 그걸 당내 자체적으로 데이터를 뽑고 해석할만한 능력이 있는지는 의문입니다,0.02,0.01,0.01,0.02,0.01,0.02,0.01,0.01,0.07,0.9
"불평등과 차별을 조장하지 않는 유일한 후보 
권력을 위해서라면 신념도 상식도 내던지는 쓰레기판 가운데 더 낮은곳으로, 소수자의 권리와 행복을 위해서 목소리를 높이는 후보

#정의당 #심상정
#내가심상정에게소신투표하는이유",0.03,0.01,0.53,0.02,0.01,0.02,0.01,0.21,0.12,0.06
"여성들 더이상 바보 아닙니다
트젠의제에 여성 끼워팔기 그만해주세요
소수자들 대변할 정당 반드시 있어야 하는거 잘 압니다 
그 역할을 정의당이 하시겠다면 쭉 그렇게 하세요 하지만 여성들은 이제 현실정치에 집중해야 할만큼 절박합니다 
더이상 여성들에게 희생을 강요하지 말아주세요 https://t.co/tAtd6RoJXX",0.11,0.02,0.79,0.02,0.01,0.01,0.01,0.06,0.05,0.08
오히려 지금까지 여성들을 볼모로 잡은 당은 정의당 아닌가요? 여성들의 표는 당신들의 찜 해놓은 표가 아닙니다. 대선기간 중 국민의힘의 여성혐오 사건에 대해서 한 마디 말도 안하면서 민주당만 때리는거는 어떻게 생각해야 하나요? 이준석과 함께 사라지세요 제발. https://t.co/q4Vd3LCb06,0.25,0.01,0.01,0.01,0.01,0.01,0.01,0.05,0.51,0.15
"[사전투표는 3!]

3글자로 다가가는 기호 3번 심상정,
사전투표 독려 웹 포스터를 공유합니다!
주소지 상관없이, 전국 사전투표소 어디든지!
3월 4일(금)-5일(토) 사전투표하세요! 
.
.
#3월에는_3번 
#일하는_시민의_대통령 #심상정 https://t.co/w4Enq2rmjg",0.02,0.01,0.02,0.01,0.01,0.02,0.01,0.01,0.11,0.83
욕이 목 끝까지 차오름.. 정의당은 존재 이유를 모르겠음 걍 빚 못갚아서 망해라,0.21,0.01,0.02,0.03,0.01,0.02,0.02,0.17,0.52,0.04
"정신좀 차려 자꾸 사실관계 왜곡하지 말고!!!! @Kr_Justice 진짜 적을 앞두고 뭐 자꾸 엉뚱한 데다 이상한 소리 하고 있어. 데이트폭력, 살인범 변호인이 바로 눈앞에 있는데. https://t.co/Jbc479t56w",0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.02,0.85,0.15
정의당... 정신차려 이 각박한 세상속에서..!!!! 솔직히 민주당은 반국힘집합이 맞아서.. 오히려 보수에 가깝기 때문에(국힘은 보수아님 걍 친일매국노대학살계보를 잇는 수구꼴통임ㅡㅡ) 진보정당의 존재가 진짜 너무너무너무 필요한데 노선을 그렇게 타면 있던 표도 점점 떨어져 나간다고요....ㅠㅠ,0.02,0.0,0.01,0.06,0.01,0.01,0.01,0.03,0.19,0.52
"윤석열과 정의당이 힘을 모아 여성이 안전한 대한민국을 만들어 보아요^^
에너지 넘치게 파이팅!
정의당을 응원합니다. https://t.co/wRL7oVTY9t",0.05,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.07,0.85
"정의당 등신들... ㅋㅋ
선거법 개정때 그리 더블당에 뒷통수를 쳐 맞고도..
아직도 2중대 지랄을 떤다..
내추럴 본 기생충 정치라.. ㅋㅋㅋㅋ",0.09,0.01,0.02,0.06,0.01,0.04,0.02,0.19,0.48,0.02
아무도 남을 강제로 투표하게 할 수 없고 다른 정당이나 정책 정치인 지지자들을 비난하는건 정의당이나 장혜영 의원도 하고 있는 일이라고 생각합니다.,0.02,0.01,0.01,0.02,0.01,0.02,0.01,0.01,0.07,0.89
"정의당도 딱히 여성을 위한 당은 아니던데요
성중립 화장실 주장하는거 보면 여성 안전보다 트젠의 6사회적 여성성9수행이 더 소중한거 같던데 https://t.co/DaUdOSwbeO",0.08,0.01,0.72,0.02,0.01,0.01,0.01,0.04,0.06,0.16
니가 니 동생과 찍은 다큐 본 사람으로서 얘기하는데…넌 너의 동생을 이용해 다큐 찍으면서 장애인 코인으로 돈 벌고 그걸로 정의당 뱃지 단 것 같아. 니 튓에 니가 그리 애지중지 했다던 너의 동생과의 일상을 본 적이 없다. 너 나름대로 정의당 의원 꼬라지 되고 나서. 가증스런 인간. https://t.co/4tBbijI4s3 https://t.co/6XNA4hjLsL,0.03,0.01,0.01,0.04,0.01,0.01,0.01,0.06,0.69,0.11
"정의당 이주현 후보, 민노총 평택안성지역노조‧홍석완 전 민주당 안성시위원장의 지지 받아  https://t.co/d4LqwVwd44",0.02,0.01,0.01,0.02,0.01,0.14,0.01,0.03,0.06,0.72
@JIMINLOVESIA1 지금 정의당 민주당 표 뺏어올려고 물밑작전 들어가는것 같은데 지지율 15%는 됨?,0.02,0.01,0.01,0.02,0.0,0.01,0.01,0.01,0.38,0.5
"[폴.우.파 11회] 진중권 특집(왜 심상정, 정의당인가?) | 폴리티컬우먼파이터🐈
 
*문의 혹은 피드백은 contents@ryuhojeong.com 
*예정보다 하루 빨리 발행하게 되어 정정합니다.
*사전 투표일은 3월 4일~3월 5일 입니다.

https://t.co/JvSvi1q534

#정의당심상정_대선후보 #3월9일대선",0.02,0.01,0.02,0.02,0.01,0.01,0.01,0.01,0.08,0.85
단 한 번도 빨간당이 안 나온 적은 없다 당 상징색이 다르고 당명이 달랐을뿐 내가 꼭 정의당을 찍으려는 이유는 정의당이 불평등이 연결되어있음을 잘 인지하기 때문이다 취약계층 여성이라면 성소수자 여성이라면 지방 여성이라면 고졸 여성이라면 장애인 여성이라면,0.18,0.0,0.18,0.02,0.01,0.02,0.01,0.19,0.07,0.24
지금 정의당은 평상시에 민주당 마타도어 하면서 나락 갔다가 티비토론에서 심상정의 일분으로 돌아왔다 하며 왔다리갔다리 하는 중,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.21,0.68
정의당 서지현 미투 1년..국회 통과 법안은 10건 내외,0.08,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.06,0.81
"CJK의 광폭 훈수질은 정의당과 심상정 후보에게 있어 ""아웃(外)-오브-상정(想定)""←의 영역에 존재했던 게 아닐까",0.03,0.01,0.01,0.03,0.01,0.01,0.01,0.01,0.13,0.78
"민주당 표 뻿으면 정의당으로 갈줄 착각하시나 보네
지지율 15%는 넘고 얘기해야하는거 아닌가?
민주당한테 갈 표 빼버리고 국힘으로 가면 우리가 잘못 뽑은 대통령에 대해서 보상은 누가 해주지?
민주당에도 훌륭한 여성 의원들 많으니 그 당 뽑을게요 https://t.co/k4dB94SCjD",0.07,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.26,0.61
"정의당 하는일 = 민주당 비난하기
심상정은 대선 토론하는 매너가... 에휴...
한때 정의당 지지했었고 특히 장혜영에게 엄청난 기대를 걸었던 사람임 https://t.co/2zh2D8HwEi",0.03,0.01,0.01,0.02,0.0,0.01,0.01,0.02,0.31,0.55
정의당의 말 한마디 한 마디가 민주당에서 지속적으로 여성 인권을 위해 발언해온 여자들을 모두 지운다는 점에서 정말 정의당은 여성을 생각하는 것이 맞는지 의문이 듭니다. 대선 직전 마지막 발악은 알겠습니다만 그 발악이 여성의 목소리를 지워버리는 내용인게..정말 여성을 위한 것이 맞나요? https://t.co/858HeERbj0,0.39,0.01,0.01,0.02,0.01,0.01,0.01,0.03,0.18,0.35
"난 이재명 찍을 예정이지만
정의당 정치인 입장에선 전략투표 당연히 싫을만 함.. https://t.co/SI37n5ibXA",0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.11,0.83
"민주당이 민정당의 안티테제로 포지셔닝 하듯
정의당도 민주당의 안티테제가 되기로 한 것 같다.",0.02,0.01,0.01,0.02,0.01,0.02,0.01,0.01,0.08,0.86
정의당은 도대체 언제쯤 민주당 욕 박고 심상정 지지호소하는 시나리오 갖다 버릴래? 심상정을 지지해달라고 소리치고 싶으면 심상정의 여성 공약을 홍보하세요. 선거철마다 여성 이용해먹는게 뭔지 지금 정의당이 제대로 보여주고 있음. https://t.co/858HeERbj0,0.46,0.01,0.01,0.02,0.01,0.01,0.01,0.05,0.35,0.1
40~50대가 노동층인데 왜 노동당 정의당으로 안 갈까 정말 찍고 싶은 사람이 있어야할 것 아니냐고 국회의원부터~ 김대중 대통령이 못한 걸 몰라? 신자유주의가 주류였던 시절의 노무현 대통령이 비정규직을 만들걸 몰라 문재인이 이재용을 가석방하고 중대재해기업처벌법을 망칠 걸 몰라?,0.08,0.01,0.01,0.01,0.16,0.03,0.01,0.07,0.1,0.43
"볼때마다 민주당 욕하고 계신데 진짜 윤씨랑 담합하셨나요? 여성공약 1도 없으면서 여자한테 소수자 들먹이는 정의당보단 여성공약 내미는 민주당 지지하렵니다. 
그리고 민주당 표 뺏으면 윤씨가 될건데 제발 한번만 더 생각해보세요. 과연 국힘의 대한민국에선 여성이 살 수 있나. https://t.co/eJgYnVmtYC",0.48,0.01,0.08,0.01,0.01,0.01,0.01,0.09,0.14,0.15
이렇게 20년해서 심상정이랑 정의당이 망했는데 거기서 얻는 교훈이 없으니 이쪽진영은 끝이라고 봄 https://t.co/9n9r6tIIBm,0.02,0.01,0.01,0.02,0.01,0.01,0.01,0.02,0.21,0.7
"전략투표 뜻 모르세요 전략투표???
당장 내일모레 ㅈ되게 생겼는데 그리고 정말 개미눈꼽만큼이라도 사회에 관심이 있다면 정의당은 여성들에게 표 맡겨놓은 것처럼 말 할 권리 없음",0.4,0.01,0.01,0.01,0.01,0.01,0.01,0.05,0.32,0.22
"[LIVE] 정의당 심상정, 대선 출마 공식 선언 / YTN https://t.co/OKEtDq8C2Y via @YouTube",0.02,0.01,0.02,0.02,0.01,0.01,0.01,0.01,0.07,0.88
ㅋㅋㅋㅋㅋㅋ 정의당 또 지랄하네,0.03,0.01,0.01,0.02,0.01,0.03,0.01,0.04,0.78,0.05
